"Hora local en Pudahuel (aeropuerto)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss";
"10.02.2017 20:00";"23.3";"718.8";"758.9";"0.9";"33";"Viento procedente del sur";"7";"";"";"sin nubes.";"Ningún desarrollo nuboso observado u observable. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"30.9";"";"";"";"";"";"10.0";"6.3";"Sin precipitación";"6";"";"";"";"";
"10.02.2017 17:00";"29.3";"717.9";"757.1";"";"26";"Viento procedente del sursuroeste";"7";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"";"8.1";"";"";"";"";"";"";
"10.02.2017 14:00";"28.4";"718.5";"757.9";"-0.5";"24";"Viento procedente del sursureste";"3";"";"";"60%.";"Ningún desarrollo nuboso observado u observable. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"";"No hay estratocúmulos, estratos, cúmulos ni cumulonimbus.";"sin nubes.";"2500 o más, o sin nuves.";"No hay altocúmulos, altoestratos, ni nimboestratos.";"Cirrus spissatus, en bancos o haces entreverados, que generalmente no aumentan y que a veces parecen restos de la parte superior de un cumulonimbus; o cirrus castellanus o floccus.";"10.0";"6.0";"Sin precipitación";"6";"";"";"";"";
"10.02.2017 11:00";"24.2";"719.0";"759.0";"";"36";"Viento procedente del oestenoroeste";"2";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"";"8.1";"";"";"";"";"";"";
"10.02.2017 08:00";"16.6";"719.0";"760.0";"1.4";"61";"Viento procedente del norte";"3";"";"";"70 – 80%.";"Ningún desarrollo nuboso observado u observable. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"15.5";"";"No hay estratocúmulos, estratos, cúmulos ni cumulonimbus.";"40%.";"2500 o más, o sin nuves.";"Altocúmulos translucidus a un solo nivel.";"Cirrus spissatus, en bancos o haces entreverados, que generalmente no aumentan y que a veces parecen restos de la parte superior de un cumulonimbus; o cirrus castellanus o floccus.";"10.0";"8.9";"Sin precipitación";"6";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"10.02.2017 05:00";"16.9";"717.6";"758.7";"";"59";"Viento procedente del sursureste";"3";"";"";"70 – 80%.";" ";"";"";"";"";"No hay estratocúmulos, estratos, cúmulos ni cumulonimbus.";"50%.";"";"Altocúmulos translucidus a un solo nivel.";"Cirrus uncinus o cirrus fibratus, o ambos, que invaden progresivamente el cielo; generalmente se hacen más densos en conjunto.";"";"8.7";"";"";"";"";"";"";
"10.02.2017 02:00";"16.2";"718.1";"759.4";"-1.0";"58";"";"";"";"";"50%.";"Nubes en general en formación o desarrollándose. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"";"No hay estratocúmulos, estratos, cúmulos ni cumulonimbus.";"20–30%.";"2500 o más, o sin nuves.";"Altocúmulos translucidus a un solo nivel.";"Cirrus fibratus, a veces uncinus, que no invaden progresivamente el cielo.";"10.0";"7.8";"Sin precipitación";"6";"";"";"";"";
"09.02.2017 23:00";"19.5";"719.1";"759.9";"";"50";"";"";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"8.8";"";"";"";"";"";"";
"09.02.2017 20:00";"23.4";"718.6";"758.8";"0.6";"36";"Viento procedente del sursuroeste";"5";"";"";"50%.";"Estado del cielo sin cambios en su conjunto. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"29.2";"No hay estratocúmulos, estratos, cúmulos ni cumulonimbus.";"sin nubes.";"2500 o más, o sin nuves.";"No hay altocúmulos, altoestratos, ni nimboestratos.";"Cirrocúmulos solos, o cirrocúmulos acompañados de cirrus o de cirroestratos, o ambos, pero predominando los cirrocúmulos.";"10.0";"7.3";"Sin precipitación";"6";"";"";"";"";
"09.02.2017 17:00";"27.6";"718.0";"757.5";"";"30";"Viento procedente del sur";"8";"";"";"20–30%.";" ";"";"";"";"";"No hay estratocúmulos, estratos, cúmulos ni cumulonimbus.";"10%  o menos, pero no 0";"";"Altocúmulos translucidus a un solo nivel.";"Cirrus fibratus, a veces uncinus, que no invaden progresivamente el cielo.";"";"8.5";"";"";"";"";"";"";
"09.02.2017 14:00";"27.0";"718.9";"758.4";"-1.2";"29";"Viento procedente del sur";"6";"";"";"40%.";"Nubes en general en formación o desarrollándose. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"";"No hay estratocúmulos, estratos, cúmulos ni cumulonimbus.";"20–30%.";"2500 o más, o sin nuves.";"Bancos (generalmente lenticulares) de altocúmulos translucidus, que cambian continuamente y se presentan en uno o más niveles.";"Cirrocúmulos solos, o cirrocúmulos acompañados de cirrus o de cirroestratos, o ambos, pero predominando los cirrocúmulos.";"10.0";"7.6";"Sin precipitación";"6";"";"";"";"";
"09.02.2017 11:00";"22.2";"720.1";"760.5";"";"40";"Viento procedente del sur";"5";"";"";"20–30%.";" ";"";"";"";"";"No hay estratocúmulos, estratos, cúmulos ni cumulonimbus.";"20–30%.";"";"Altocúmulos translucidus a un solo nivel.";"Cirrus spissatus, en bancos o haces entreverados, que generalmente no aumentan y que a veces parecen restos de la parte superior de un cumulonimbus; o cirrus castellanus o floccus.";"";"8.0";"";"";"";"";"";"";
"09.02.2017 08:00";"14.5";"720.6";"761.9";"0.2";"64";"Viento procedente del nornoreste";"2";"";"";"40%.";"Estado del cielo sin cambios en su conjunto. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"10.6";"";"No hay estratocúmulos, estratos, cúmulos ni cumulonimbus.";"20–30%.";"2500 o más, o sin nuves.";"Altocúmulos translucidus a un solo nivel.";"Cirrus fibratus, a veces uncinus, que no invaden progresivamente el cielo.";"10.0";"7.6";"Sin precipitación";"6";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"09.02.2017 05:00";"12.7";"720.4";"762.3";"";"71";"Viento procedente del sursureste";"3";"";"";"sin nubes.";" ";"";"";"";"";"";"";"";"";"";"";"7.6";"";"";"";"";"";"";
"09.02.2017 02:00";"14.5";"720.4";"762.0";"0.1";"61";"Viento procedente del sursureste";"3";"";"";"sin nubes.";"Estado del cielo sin cambios en su conjunto. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"";"";"";"";"";"";"10.0";"7.0";"Sin precipitación";"6";"";"";"";"";
"08.02.2017 23:00";"17.7";"720.3";"761.4";"";"50";"Viento procedente del sur";"4";"";"";"sin nubes.";" ";"";"";"";"";"";"";"";"";"";"";"7.2";"";"";"";"";"";"";
"08.02.2017 20:00";"21.0";"719.5";"760.0";"0.9";"44";"Viento procedente del sursuroeste";"6";"";"";"sin nubes.";"Estado del cielo sin cambios en su conjunto. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"28.0";"";"";"";"";"";"10.0";"8.3";"Sin precipitación";"6";"";"";"";"";
"08.02.2017 17:00";"26.8";"718.6";"758.3";"";"34";"Viento procedente del sur-oeste";"7";"";"";"sin nubes.";" ";"";"";"";"";"";"";"";"";"";"";"9.7";"";"";"";"";"";"";
"08.02.2017 14:00";"25.1";"719.1";"759.1";"-0.4";"39";"Viento procedente del sursureste";"5";"";"";"sin nubes.";"Estado del cielo sin cambios en su conjunto. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"";"";"";"";"";"";"10.0";"10.0";"Sin precipitación";"6";"";"";"";"";
"08.02.2017 11:00";"18.3";"719.5";"760.6";"";"61";"Viento procedente del sur";"2";"";"";"sin nubes.";" ";"";"";"";"";"";"";"";"";"";"";"10.6";"";"";"";"";"";"";
"08.02.2017 08:00";"12.7";"720.1";"762.0";"1.1";"85";"Viento procedente del sur";"3";"";"";"70 – 80%.";"Bruma. ";"Nubes que cubren más de la mitad del cielo durante una parte del período considerado y la mitad o menos durante el resto del período.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"11.0";"";"Estratocúmulos que no sean estratocúmulos cumulogenitus.";"70 – 80%.";"300-600";"No hay altocúmulos, altoestratos, ni nimboestratos.";"No hay cirrus, cirrocúmulos, ni Cirroestratos.";"8.0";"10.2";"Sin precipitación";"6";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"08.02.2017 05:00";"11.6";"719.0";"760.9";"";"89";"Viento procedente del sur";"3";"";"";"sin nubes.";" ";"";"";"";"";"";"";"";"";"";"";"9.8";"";"";"";"";"";"";
"08.02.2017 02:00";"12.6";"719.3";"761.2";"0.1";"84";"Viento procedente del sursureste";"3";"";"";"sin nubes.";"Estado del cielo sin cambios en su conjunto. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"";"";"";"";"";"";"10.0";"9.9";"Sin precipitación";"6";"";"";"";"";
"07.02.2017 23:00";"15.3";"719.2";"760.6";"";"71";"Viento procedente del sursureste";"5";"";"";"sin nubes.";" ";"";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";
"07.02.2017 20:00";"20.6";"717.6";"758.2";"0.9";"55";"Viento procedente del sursureste";"5";"";"";"sin nubes.";"Estado del cielo sin cambios en su conjunto. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"30.3";"";"";"";"";"";"10.0";"11.3";"Rastros";"6";"";"";"";"";
"07.02.2017 17:00";"27.1";"716.7";"756.4";"";"37";"Viento procedente del sur-oeste";"8";"";"";"sin nubes.";" ";"";"";"";"";"";"";"";"";"";"";"11.0";"";"";"";"";"";"";
"07.02.2017 14:00";"28.7";"717.3";"756.5";"-0.7";"27";"Viento procedente del sursuroeste";"5";"";"";"sin nubes.";"Estado del cielo sin cambios en su conjunto. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"";"";"";"";"";"";"10.0";"7.7";"Sin precipitación";"6";"";"";"";"";
"07.02.2017 11:00";"25.1";"718.0";"757.6";"";"26";"Viento procedente del sur";"2";"";"";"sin nubes.";" ";"";"";"";"";"";"";"";"";"";"";"4.4";"";"";"";"";"";"";
"07.02.2017 08:00";"18.6";"717.9";"758.7";"1.1";"44";"Viento procedente del sur";"2";"";"";"sin nubes.";"Estado del cielo sin cambios en su conjunto. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"13.6";"";"";"";"";"";"";"10.0";"6.1";"Sin precipitación";"6";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"07.02.2017 05:00";"14.5";"716.8";"758.2";"";"53";"";"";"";"";"sin nubes.";" ";"";"";"";"";"";"";"";"";"";"";"4.9";"";"";"";"";"";"";
"07.02.2017 02:00";"17.2";"717.1";"757.9";"-0.4";"44";"";"";"";"";"sin nubes.";"Ningún desarrollo nuboso observado u observable. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"";"";"";"";"";"";"10.0";"4.9";"Sin precipitación";"6";"";"";"";"";
"06.02.2017 23:00";"20.5";"717.5";"757.9";"";"32";"Viento procedente del sursureste";"3";"";"";"sin nubes.";" ";"";"";"";"";"";"";"";"";"";"";"3.2";"";"";"";"";"";"";
"06.02.2017 20:00";"24.3";"716.7";"756.5";"0.7";"27";"Viento procedente del sur";"7";"";"";"sin nubes.";"Ningún desarrollo nuboso observado u observable. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"32.2";"";"";"";"";"";"10.0";"3.9";"Sin precipitación";"6";"";"";"";"";
"06.02.2017 17:00";"30.2";"716.0";"755.2";"";"26";"Viento procedente del sur-oeste";"8";"";"";"sin nubes.";" ";"";"";"";"";"";"";"";"";"";"";"8.6";"";"";"";"";"";"";
"06.02.2017 14:00";"31.2";"716.7";"755.6";"-0.8";"21";"Viento procedente del sur";"6";"";"";"sin nubes.";"Estado del cielo sin cambios en su conjunto. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"";"";"";"";"";"";"10.0";"6.4";"Sin precipitación";"6";"";"";"";"";
"06.02.2017 11:00";"26.7";"717.5";"757.0";"";"29";"";"";"";"";"sin nubes.";" ";"";"";"";"";"";"";"";"";"";"";"7.2";"";"";"";"";"";"";
"06.02.2017 08:00";"17.9";"718.0";"758.8";"1.0";"51";"";"";"";"";"sin nubes.";"Bruma. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"14.4";"";"";"";"";"";"";"8.0";"7.5";"Sin precipitación";"6";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"06.02.2017 05:00";"18.1";"717.0";"757.7";"";"48";"Viento procedente del sudeste";"2";"";"";"sin nubes.";" ";"";"";"";"";"";"";"";"";"";"";"7.0";"";"";"";"";"";"";
"06.02.2017 02:00";"18.9";"717.3";"757.9";"-0.5";"44";"Viento procedente del sur";"2";"";"";"sin nubes.";"Ningún desarrollo nuboso observado u observable. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"";"";"";"";"";"";"10.0";"6.4";"Sin precipitación";"6";"";"";"";"";
"05.02.2017 23:00";"23.0";"717.8";"757.9";"";"34";"Viento procedente del sudeste";"3";"";"";"sin nubes.";" ";"";"";"";"";"";"";"";"";"";"";"6.2";"";"";"";"";"";"";
"05.02.2017 20:00";"25.8";"716.4";"756.0";"0.0";"31";"Viento procedente del sur-oeste";"7";"";"";"sin nubes.";"Ningún desarrollo nuboso observado u observable. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"33.6";"";"";"";"";"";"10.0";"7.2";"Sin precipitación";"6";"";"";"";"";
"05.02.2017 17:00";"31.6";"716.4";"755.2";"";"21";"Viento procedente del sur-oeste";"7";"";"";"sin nubes.";" ";"";"";"";"";"";"";"";"";"";"";"7.0";"";"";"";"";"";"";
"05.02.2017 14:00";"30.4";"717.4";"756.5";"-1.4";"18";"Viento procedente del sudeste";"5";"";"";"sin nubes.";"Ningún desarrollo nuboso observado u observable. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"";"";"";"";"";"";"10.0";"3.2";"Sin precipitación";"6";"";"";"";"";
"05.02.2017 11:00";"23.9";"718.8";"758.8";"-1.0";"42";"Viento procedente del nornoroeste";"2";"";"";"sin nubes.";" ";"";"";"";"";"";"";"";"";"";"10.0";"10.3";"";"";"";"";"";"";
"05.02.2017 08:00";"17.1";"719.8";"761.1";"0.6";"64";"Viento procedente del nornoreste";"2";"";"";"sin nubes.";"Bruma. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"12.7";"";"";"";"";"";"";"7.0";"10.1";"Sin precipitación";"6";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"05.02.2017 05:00";"14.8";"719.2";"760.7";"-0.9";"74";"";"";"";"";"sin nubes.";"Visibilidad reducida por humo, por ejemplo fuego de maleza o incendio de bosques, humo industrial o cenizas volcánicas. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"";"";"";"";"";"";"5.0";"10.1";"";"";"";"";"";"";
"05.02.2017 02:00";"15.3";"720.1";"761.5";"-0.8";"71";"";"";"";"";"sin nubes.";"Estado del cielo sin cambios en su conjunto. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"";"";"";"";"";"";"10.0";"10.0";"Sin precipitación";"6";"";"";"";"";
"04.02.2017 23:00";"18.8";"720.9";"761.9";"0.5";"61";"Viento procedente del sursureste";"2";"";"";"sin nubes.";" ";"";"";"";"";"";"";"";"";"";"10.0";"11.0";"";"";"";"";"";"";
"04.02.2017 20:00";"22.0";"720.4";"760.9";"0.0";"51";"Viento procedente del sur-oeste";"6";"";"";"sin nubes.";"Estado del cielo sin cambios en su conjunto. ";"Nubes que cubren más de la mitad del cielo durante una parte del período considerado y la mitad o menos durante el resto del período.";"Nubes que cubren más de la mitad del cielo durante una parte del período considerado y la mitad o menos durante el resto del período.";"";"26.1";"";"";"";"";"";"10.0";"11.3";"Sin precipitación";"6";"";"";"";"";
"04.02.2017 17:00";"24.6";"720.4";"760.3";"-0.6";"42";"Viento procedente del sur";"6";"";"";"50%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"10.0";"10.9";"";"";"";"";"";"";
"04.02.2017 14:00";"23.6";"721.0";"761.2";"-0.1";"45";"Viento procedente del sursureste";"6";"";"";"70 – 80%.";"Estado del cielo sin cambios en su conjunto. ";"Nubes que cubren más de la mitad del cielo durante el período considerado.";"Nubes que cubren más de la mitad del cielo durante el período considerado.";"";"";"Estratocúmulos que no sean estratocúmulos cumulogenitus.";"70 – 80%.";"1500-2000";"No hay altocúmulos, altoestratos, ni nimboestratos.";"No hay cirrus, cirrocúmulos, ni Cirroestratos.";"10.0";"11.1";"Sin precipitación";"6";"";"";"";"";
"04.02.2017 11:00";"21.2";"721.1";"761.6";"0.0";"53";"Viento procedente del sur-oeste";"3";"";"";"70 – 80%.";" ";"";"";"";"";"Cúmulos humilis o cúmulos fractus que no sean los de mal tiempo, o ambos.";"40%.";"600-1000";"Altocúmulos translucidus a un solo nivel.";"Cirrus fibratus, a veces uncinus, que no invaden progresivamente el cielo.";"10.0";"11.3";"";"";"";"";"";"";
"04.02.2017 08:00";"15.8";"721.1";"762.4";"1.0";"73";"";"";"";"";"70 – 80%.";"Estado del cielo sin cambios en su conjunto. ";"Nubes que cubren más de la mitad del cielo durante el período considerado.";"Nubes que cubren más de la mitad del cielo durante el período considerado.";"14.1";"";"Estratocúmulos que no sean estratocúmulos cumulogenitus.";"40%.";"1500-2000";"Altocúmulos translucidus a un solo nivel.";"Cirrus fibratus, a veces uncinus, que no invaden progresivamente el cielo.";"10.0";"10.9";"Sin precipitación";"6";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
